date;number
1934-07-13;-551783
1900-01-09;343146
1960-03-01;-221806
2034-04-21;-405116
1918-10-26;-379933
1909-06-24;539821
1984-04-07;-986139
1993-07-28;985988
1972-02-08;90016
1985-11-15;-836223
1939-05-25;-422431
2060-06-05;-10855
1959-02-12;-37371
2060-12-20;303024
1970-04-01;-430269
2002-10-05;-423263
2017-05-21;153126
1917-06-07;-638103
1939-07-11;876105
1979-12-15;785431
1946-06-15;177896
1967-09-16;516388
1973-03-25;-924178
2065-07-18;-213007
2009-01-20;741466
1929-12-29;167689
2038-09-03;625435
1998-11-30;-346727
1983-02-20;-766667
1942-10-03;791630
1947-05-14;-684224
1905-08-05;-638077
1909-09-11;-84793
1927-05-01;346162
2040-11-24;580102
2039-02-07;513660
1932-05-16;-776449
2037-11-03;-353572
1930-05-07;-351566
2010-10-04;-990050
2023-05-04;599426
2004-12-07;-651297
1970-03-28;-848762
1928-03-15;-904644
1967-07-21;-404465
1917-01-10;525956
2006-06-12;533438
1909-05-02;590319
1906-08-28;317806
2060-11-06;-9324
1979-03-12;243410
1964-03-13;937834
1907-11-12;33321
1971-07-21;31367
1912-04-15;908905
2041-12-18;-218414
2055-05-13;355331
2055-06-29;381150
1974-01-05;-940704
1957-10-19;112471
1915-07-17;-49270
1938-01-05;280857
1969-04-21;-962435
2066-08-10;-756411
1997-07-19;193891
1988-11-12;-76413
1901-06-13;-221696
1953-11-06;-831074
1905-01-22;-157267
1917-09-05;-732706
2022-08-01;449768
1920-06-19;71967
1925-09-16;-905388
1913-05-10;-791524
1964-10-24;-774196
1950-02-17;-642807
2065-01-06;-861895
2059-10-19;-442520
1915-10-19;655245
2022-12-29;-74408
2045-01-02;409348
1912-10-03;38438
1995-08-13;-811407
2047-10-28;-423834
1954-10-08;316051
2067-06-10;134636
2065-10-21;-801040
2033-05-27;123013
1998-10-11;756131
1954-02-01;-959271
1972-07-31;-710183
2056-07-05;-665522
1977-05-26;-362046
2015-02-23;821183
1971-03-16;660805
1943-10-04;768581
1951-01-21;878134
1999-05-06;-347987
2023-02-23;850147
1969-03-27;932451
2047-04-07;-818699
2016-01-29;774938
1977-01-22;-745109
1998-08-11;411583
1954-03-24;618619
1904-03-03;-296936
1922-04-28;556729
1943-12-09;-923532
2016-02-10;-834173
1941-04-12;265572
1924-04-24;876671
2010-11-18;-694539
1930-01-30;55915
1902-03-07;-952143
1987-05-27;882548
1914-06-22;-70696
1981-09-10;533199
1973-04-28;-817382
2040-09-29;-428186
1947-07-01;664996
1956-11-30;-796924
2068-03-30;67388
2030-08-24;32387
2019-03-05;-570833
1919-11-09;903998
2019-01-28;208764
1949-02-26;-146089
1924-06-17;287991
1914-06-02;420355
1974-05-10;868801
1929-08-09;449304
1940-08-12;876459
1970-05-02;150737
2005-02-13;-557659
1949-12-18;-873857
2010-08-21;115901
1995-05-13;-541009
2006-04-14;990954
2058-02-02;-712117
2001-02-17;727230
1901-04-28;-562477
1924-03-12;862089
1949-10-05;-11140
1956-11-16;-413078
1945-06-20;657104
2035-12-07;-812608
1920-03-06;-677138
1932-05-13;586692
2048-01-21;-763000
2032-12-06;811340
1946-10-11;-380638
2030-09-22;176228
1946-12-18;658417
2021-09-17;-983472
1948-02-13;175040
2044-09-23;-141883
2003-04-18;-17608
2030-07-27;730629
1946-07-02;14324
1983-12-19;864066
2047-01-12;298129
1972-05-27;966282
1969-07-14;-402490
1974-02-24;841588
2032-09-09;877114
1990-11-21;-792648
1973-04-22;-900452
1946-05-08;964282
1984-03-01;-572429
1936-04-18;670416
2048-07-22;-39048
1914-08-14;388949
1954-09-08;46904
1954-04-06;970818
2005-04-06;843199
2050-06-25;370285
1930-03-10;944055
1905-06-27;-735648
2017-12-05;427713
2053-11-16;-240502
1912-03-19;663234
1931-01-18;-196518
1942-11-20;563701
1962-12-09;737250
1996-04-26;-241399
2027-08-13;867992
1944-10-03;-681080
2039-07-26;188194
1901-05-22;687814
1978-07-06;406163
1945-08-06;-744186
1928-04-12;827617
1936-08-15;825399
1968-06-10;-255957
1953-11-27;-795025
1947-10-16;890908
1998-02-17;-756694
2026-06-15;357170
2015-03-06;962032
2068-06-03;636893
2021-08-23;-182261
1960-05-21;-158745
1993-05-01;-115457
2044-11-06;526147
2062-09-12;900393
1924-03-17;-679955
2025-10-23;-486504
1902-07-02;-293698
1909-07-20;461982
2024-07-02;-74479
1965-12-13;616186
1961-01-16;746696
2028-06-10;452940
2009-04-22;414811
2058-06-05;636950
1941-10-01;-258672
1984-08-14;377747
2065-05-09;820632
2065-03-28;396733
2045-05-04;601153
1969-03-01;-727353
2039-07-31;-5151
1930-10-30;383498
2042-11-19;860075
1963-02-28;263383
2015-11-04;459389
2015-12-26;-288008
1971-09-01;-303300
2040-10-28;763672
1908-06-16;-942926
2055-03-12;944767
1913-06-10;325845
1992-03-30;760731
1970-07-31;-683308
2026-07-27;-822200
1927-10-10;-372314
2009-09-24;432347
1992-07-10;-999189
1921-07-09;-134185
1900-05-30;732675
1992-12-07;-146114
1990-03-30;110961
2005-01-24;-753519
2041-10-26;-610938
1969-11-30;85210
1994-09-11;244926
1954-01-21;-38413
2052-07-11;146824
2029-07-19;506247
2057-12-07;-657124
1950-03-18;-563599
1935-06-08;-328595
1940-12-07;-781773
2033-05-24;-570815
1989-06-14;-790531
1920-02-26;-8771
1907-03-15;639742
1956-08-10;-649908
1980-12-18;986640
1975-04-13;-529520
1935-01-16;156208
1931-08-01;459360
1928-01-25;860952
2033-10-13;-942829
2030-03-15;-986687
2019-05-07;-469063
2031-10-31;950536
2002-10-12;709626
1919-07-16;-950172
1920-11-07;-229620
2008-11-16;629067
1903-10-08;-281366
1941-03-13;32869
1940-03-15;-720491
2067-07-24;-623507
1943-03-14;92954
1924-09-11;686912
1987-08-04;-764776
2069-08-13;27717
1967-03-13;-583579
2039-07-11;862667
2058-02-11;-700244
2021-09-06;-440735
1919-01-18;513438
1929-03-06;-119026
1920-03-26;-172790
1937-09-06;160471
2044-08-10;553796
1931-12-06;-995561
1900-08-19;388165
1917-03-09;215169
1934-04-07;350643
1959-11-09;-617080
1950-03-25;-492864
2012-03-05;-168942
2047-10-12;292769
1974-11-01;-724111
1917-10-17;-855772
2027-03-26;-753361
1947-07-04;764300
1993-08-25;68454
1974-08-23;229670
2049-11-22;875591
2047-12-17;-976608
2059-05-01;-925445
1983-02-15;496274
1916-10-28;400188
1921-05-24;-114609
2049-07-23;-638115
1955-01-08;298236
1976-01-30;-210332
2044-01-20;295391
2066-04-13;-298820
1935-09-26;-698429
1999-07-26;-810075
1912-06-04;116709
2041-12-04;-843309
1985-01-25;-510050
2033-06-05;-516040
1972-12-12;562258
2012-03-19;753538
1923-10-12;111620
2029-07-31;-857670
2057-07-24;-953410
1961-08-18;-397987
2030-10-01;-978692
2047-05-26;-310684
2055-07-19;249875
1963-12-03;10160
1966-03-26;743812
1926-11-14;343883
1993-03-11;-731361
1915-11-12;-240607
1931-07-28;907951
1971-04-21;-357466
2060-09-04;518333
2051-06-22;244265
1921-04-14;313066
1958-09-25;728370
1965-07-01;156378
1924-03-04;-181160
1932-02-17;644687
2056-01-31;-271604
1976-08-14;466765
2025-12-24;699039
2036-05-22;-161791
1917-12-30;-278955
1920-07-28;696813
1993-03-31;-227402
1952-06-03;520461
1922-07-26;-466996
2052-07-11;408853
2061-12-31;-44338
1915-10-12;-564733
2034-10-18;-175414
2015-11-21;-693163
1925-11-19;621398
1927-05-05;-500093
1984-04-10;189166
1911-05-17;-286452
1983-11-18;-834224
1968-03-12;167041
2051-10-30;-473760
2032-01-12;261619
1994-12-09;874891
2067-08-06;59465
2022-10-28;-996165
1994-08-22;-328444
1948-03-21;296489
2030-07-15;397585
1981-12-01;-679746
1980-08-23;-374086
2013-06-26;-299188
2024-09-24;501169
2023-11-23;865221
1905-10-25;424295
2054-06-01;442599
1913-06-28;572823
1966-09-18;9040
1963-11-25;-856956
2033-02-07;649834
1951-05-31;-921088
2004-03-12;978802
1929-03-14;656354
2035-09-29;297958
1930-05-19;-806167
1905-05-03;-106449
1942-04-11;922274
1933-09-01;-464718
2009-08-03;-5075
2022-03-31;-572608
2018-03-11;995853
1964-08-07;417463
2013-12-23;-198500
1905-05-26;651141
1920-02-19;-654088
1995-02-28;-150405
2063-05-25;-393873
1987-11-23;369062
2060-01-09;838527
1948-03-13;744996
1963-02-19;954855
1912-09-28;560214
2019-05-31;11370
2031-11-23;-409396
1947-09-10;872544
2027-07-04;-102882
2027-11-22;657224
2034-04-28;214153
2050-11-22;-145670
2070-12-29;233138
1938-10-16;-640540
2046-05-05;-969076
2045-06-26;-65199
1974-09-05;-338875
1974-06-01;635044
2060-05-26;-194514
1915-02-17;-607257
1930-08-18;-369835
1995-09-02;959478
1946-06-15;-133462
1977-09-10;-66118
2004-10-31;-439508
2020-03-16;-148547
1959-05-20;-885942
2062-11-27;-742787
1992-02-13;-911509
1968-12-30;-895985
1930-03-20;86619
1937-11-28;843456
1983-03-08;208961
2051-10-27;155332
2054-06-03;-48399
1936-06-08;784547
1978-10-27;196927
1914-12-05;604650
1963-09-05;289625
1913-03-30;193666
1955-11-24;788027
1941-10-08;427002
2050-03-14;-488695
2033-01-27;-478707
2025-12-04;-230098
1962-12-25;489084
2063-07-17;-27530
2037-01-25;-806290
1946-04-27;249189
1914-06-20;-494199
2005-10-06;-349418
1928-02-13;338661
1986-12-14;659395
1949-08-26;551149
1907-01-19;-725221
2012-04-29;-534608
1915-02-07;121885
2060-08-02;-762702
2017-03-31;870127
1912-10-19;762687
2054-09-01;99752
2046-10-25;619790
1962-12-02;441953
2065-09-26;-738190
2041-10-08;691405
1928-01-12;-517986
2042-08-30;816084
1988-01-18;692635
2045-01-17;766202
1917-04-17;821518
2004-10-09;256340
2022-05-26;353544
1907-05-21;-606829
1969-02-19;663959
2016-07-15;-105056
1901-12-17;384022
1929-04-20;-784885
2014-10-18;-422567
1972-04-19;-120705
1999-11-01;-141326
1969-04-21;-947935
2058-10-22;995440
1955-08-09;275835
1971-12-04;-462991
1956-04-30;-479563
1923-06-23;77456
1980-06-18;463660
2059-12-16;790542
2027-03-09;-150668
1941-12-14;154054
1944-11-17;-925106
2050-10-22;-364026
1937-09-23;-835115
2006-04-30;893616
2022-10-11;502913
1935-02-12;-576492
1918-01-22;227147
1930-05-29;-616353
1984-10-15;260861
2025-01-06;780229
1987-08-03;-325692
2046-04-12;783855
2021-09-22;-886441
1945-04-13;515964
1967-12-31;-415749
1934-05-16;153876
2047-04-18;-514417
2009-06-20;-700464
1910-01-18;957441
1918-06-14;-227555
2066-05-09;688504
1990-02-01;-825948
2055-01-24;794013
2051-12-21;-904428
1994-08-28;-375194
1954-07-22;44163
2032-08-02;986345
1984-07-14;-660499
2020-03-08;-67131
1946-07-10;70107
2005-01-12;-485154
2013-01-17;769496
2069-02-16;386593
1941-06-19;-798245
2030-02-12;506239
1981-04-23;683703
1989-01-29;-921884
1991-12-25;132974
2065-10-26;729696
2059-05-31;788159
1913-03-17;626362
2047-02-18;545901
2045-01-22;-343975
1936-07-12;-886240
1956-08-12;787504
1999-09-02;-462744
2006-01-27;-164549
1968-11-28;-516722
1958-12-24;-501079
1997-08-10;-316265
1919-06-27;687646
1986-06-03;-83821
1964-07-18;-410585
2003-01-06;-57913
1949-01-01;-562226
2037-12-13;448973
2035-12-18;260611
2039-04-17;641248
2037-05-15;-758717
2005-12-14;618985
1932-07-26;792623
1900-03-19;88834
1992-04-01;947355
1907-03-26;-37435
2003-08-21;811515
1938-10-13;13535
2054-04-14;256486
2016-06-15;52728
2023-07-24;-460119
2047-08-27;-110083
1929-02-24;-156369
1986-07-27;-49740
2068-03-06;-795469
2070-09-27;-841785
2022-10-18;957548
1986-09-14;-743649
2034-03-18;-162270
1993-01-26;-579773
1983-02-14;748402
1921-10-18;-905493
2062-05-29;-345821
2024-08-23;613162
2062-11-10;-867713
1938-05-01;-78167
1942-02-07;61752
1945-08-17;171018
2066-09-13;-759919
1906-06-15;291795
2046-06-05;422408
2056-04-14;254851
1999-04-19;-905699
1990-11-03;425278
1915-10-18;-661507
1946-01-20;773898
2044-12-12;550683
1973-11-22;221097
1903-09-07;-13317
1983-08-03;-982640
1976-10-27;-914473
1933-09-25;-240023
2045-07-12;-163972
2022-08-15;105928
2069-02-23;498696
2031-06-24;-591987
2049-09-04;-671382
1910-03-02;523255
1949-08-01;-754988
1951-06-08;-912649
1975-05-15;583936
1937-12-07;-523502
1942-10-13;-149109
1977-07-18;-730857
1985-05-22;228461
1924-07-14;-905129
2066-04-05;19048
1930-07-01;-164159
1955-07-21;-210549
1929-02-10;-952980
1905-12-06;-851609
1994-12-07;-554069
2020-11-07;42931
1918-11-17;520090
1906-04-19;-511222
1920-05-18;188240
1963-10-01;93992
2051-07-02;180498
2069-04-28;788182
1966-06-29;217086
1942-03-24;-600034
1908-01-03;99075
1968-04-12;-391845
2024-10-17;745218
2044-10-15;518547
1989-06-04;461256
2032-02-21;762630
1991-03-27;-92957
1904-10-09;-445860
1957-07-13;678584
2019-05-25;648292
1935-04-26;609706
1967-06-15;-994755
1948-02-18;478339
1945-05-13;154143
2041-09-20;512159
2064-11-09;-377558
1983-01-05;-829266
1957-04-08;-32684
2055-04-27;468303
1941-10-06;379462
1972-06-05;-939492
1956-06-01;-562303
1941-06-17;-915743
1976-10-29;287751
1940-12-25;275811
1983-05-28;-564397
1943-12-08;-532445
1983-03-05;767640
2013-10-26;157338
1952-09-23;404382
1913-07-02;151470
1932-01-09;-435994
1921-03-31;166241
1961-09-01;-378532
2006-01-05;-812630
1962-01-15;918233
1988-02-12;-396244
1941-02-04;-458953
1980-06-30;-121188
2029-01-29;-500919
2062-10-29;-725479
2002-10-23;484831
2045-12-08;-445228
1936-01-10;754646
1917-09-21;896549
1949-07-06;-114706
2002-03-22;-667949
2022-06-26;445628
1908-02-25;933785
1988-08-07;360927
2058-12-05;290121
1986-05-06;-630823
1963-05-18;780369
1918-10-15;-248455
1981-07-27;202291
1984-12-19;-232798
1996-02-20;703481
1960-01-13;-313795
1970-02-07;-668980
1933-11-10;-797227
1959-07-07;-351047
2033-08-15;385778
2063-08-09;-881010
1931-04-11;963140
2026-11-03;-404913
2005-04-19;-912307
1975-07-12;943025
1914-02-06;546963
1959-07-18;-285921
2067-02-17;402867
2062-05-21;-213999
2063-03-16;-831659
1919-02-20;622105
2017-10-25;-177242
2019-07-04;936891
1948-09-14;736263
1978-06-09;-719476
2068-12-10;116487
1957-09-16;-409026
2028-07-18;-696113
2045-03-14;-833924
1926-12-14;-534846
1902-11-23;-809240
2031-08-14;75213
1971-05-09;493074
1912-02-27;-175531
1961-04-15;691616
1958-12-23;800148
1905-05-23;359623
2001-05-22;55650
1923-11-13;-199450
1967-09-27;-828571
2043-04-14;367729
2020-08-23;764757
1922-08-04;-697119
1907-03-13;509439
1998-11-13;-551066
1923-09-08;288029
2015-10-09;-618965
2015-04-13;295402
1980-03-20;-559368
1987-10-26;300711
2054-12-07;-924173
2007-01-23;-564762
2007-12-27;-108492
1979-02-26;-750301
1925-11-13;780219
2064-05-14;-939735
1921-12-29;250702
1900-09-25;489371
2004-04-14;438367
2019-03-17;-805140
2041-11-03;519028
1920-10-20;-672316
2010-02-08;-919248
2053-10-05;-457873
2051-05-10;965088
2038-05-03;-681754
1958-07-03;-586932
2029-06-12;11927
1957-04-25;58513
1941-04-25;-944728
2058-06-02;-271389
2064-09-19;-148898
1953-01-02;-69093
2020-10-09;706479
1919-08-23;772784
1995-05-06;858562
2037-03-14;911080
2023-11-15;440622
1947-06-24;530302
2065-10-03;113996
1943-02-28;-238305
1937-06-25;-180701
2035-08-05;541691
1905-09-15;589659
1926-09-06;-912588
1967-04-01;-258050
1913-09-07;-305517
2066-07-26;-404887
1945-06-04;29291
1999-08-03;-339625
2027-10-24;260648
1900-10-12;-493806
2011-12-21;632030
1904-12-06;521368
2028-07-29;63258
1934-01-05;137008
1988-11-22;-611510
2030-11-12;722835
1928-02-03;976613
1941-10-18;-773664
2001-04-27;-913767
1974-08-29;-248993
2066-08-26;-36004
1999-07-25;-954424
1926-11-10;-904269
1919-12-21;-566730
1914-02-03;628188
2001-05-11;720883
1992-07-15;-10336
1918-09-04;745483
1950-07-22;652435
1916-07-14;-397489
1951-09-29;-519948
1931-05-05;138587
1989-05-11;-649394
2039-09-13;-811698
2064-08-25;843518
1985-03-26;-984826
1923-10-10;81452
1951-07-15;232195
2051-02-13;619867
1986-04-09;-63139
1999-01-12;581876
1921-02-13;421445
1969-06-15;-451957
2011-04-22;252079
1970-01-13;-114947
2040-04-19;457117
2003-06-06;-893622
1984-01-01;-473271
2061-02-10;173803
1936-12-04;-359205
2036-02-15;-729691
1972-11-25;239462
2044-12-12;224147
2059-08-27;-43275
1995-04-11;665122
2009-06-03;829109
2027-09-05;-387012
1919-06-28;845588
1918-08-18;610200
1905-07-22;930290
2041-08-15;337052
2037-02-15;990908
1983-06-24;-601082
1940-10-15;-783709
1910-10-15;286143
2028-10-17;341602
1978-01-01;-664313
1935-11-11;345525
2033-06-07;226158
1962-07-09;814959
1908-05-11;895793
2005-05-04;783742
1958-03-02;465764
1905-06-06;-324556
2032-02-21;534220
1908-08-03;39513
2062-10-31;24287
2068-02-18;-130934
1970-05-08;215705
2059-10-12;-762399
1927-06-01;-563258
2020-03-27;-247840
2012-08-16;-620374
2000-02-13;-966672
1983-06-09;-102960
1911-01-04;-354129
1971-11-13;492004
1994-03-13;817222
1929-06-07;59451
2064-06-28;-247072
1922-10-09;-881943
1906-08-17;965080
1961-03-09;-467182
1902-03-11;-497662
1924-07-22;-290865
2066-05-19;486263
1932-02-07;-626860
1973-04-20;-281472
1976-09-09;-682776
1958-12-22;621345
2031-05-26;889131
1996-07-22;-247477
1964-03-01;-602510
2053-03-12;-320522
2030-09-29;422578
2011-09-21;791062
1944-10-29;-310777
1903-08-03;173617
1957-04-19;23964
2054-07-06;-587722
1907-09-04;-465224
1959-12-21;609304
1947-05-05;385529
2044-04-25;835983
1983-06-24;630829
1989-02-09;148559
1917-02-04;693189
2066-10-21;-468512
2032-11-24;-191911
2049-04-30;755433
1950-03-02;337906
2063-07-23;84659
2021-12-11;236911
1963-10-23;770764
2001-03-31;-745502
2015-11-11;-166443
2001-01-09;615066
1964-07-19;473513
1957-09-11;-999362
1913-03-31;590280
1910-12-01;-93691
2017-06-30;-280262
2049-07-15;607423
1910-07-18;-349465
2023-05-07;-542544
1937-07-09;-177420
2006-05-15;-654742
2051-04-27;-140709
1963-10-04;-325036
2049-02-09;104645
1984-03-26;957289
1951-05-08;792724
1929-11-12;131432
2038-09-02;484385
1944-03-25;951883
2061-07-26;281328
2015-01-05;-9995
2045-09-14;-77410
1938-08-10;710991
2039-12-15;-741254
2061-04-15;545376
1980-03-07;-644006
2051-08-22;-896783
1998-03-12;760429
1975-07-31;-669021
1982-08-25;-769912
2047-06-15;-728144
1927-03-13;-694624
1989-08-27;-494774
1970-08-12;607361
1925-06-30;162626
2029-08-20;-294162
1900-11-17;124464
1969-08-31;-131270
1921-11-14;30722
1979-11-06;-771907
1999-01-28;17336
2035-03-24;-652194
2009-05-22;-120058
2033-05-28;-355675
1975-09-28;-418961
1999-04-02;615938
1910-12-02;833214
1977-12-04;-151885
1956-11-22;-141319
2047-02-07;-60202
2001-03-05;932294
2035-03-24;965869
2065-03-15;-229094
2031-02-02;-365023
1909-06-04;336524
1919-10-12;-802510
1954-04-03;-413567
2021-09-12;212343
1954-04-23;-152958
1963-03-12;-919429
1908-10-26;-211606
2004-03-12;-284824
1932-09-24;467909
1907-11-11;788749
1934-05-20;-386120
2048-03-29;170063
1969-02-27;-462711
2027-10-22;680280
2052-10-06;766197
1931-04-04;-642042
2054-06-10;550979
1972-11-04;60210
2025-08-06;-110549
1974-06-17;-706502
1921-04-08;189212
2040-01-06;426917
1914-04-14;301243
2055-06-05;606730
1959-11-30;-466976
2043-07-19;376222
1945-04-03;465443
1907-09-28;422211
1914-06-30;-169078
1988-02-01;286993
2038-11-17;-227802
2031-08-30;-141289
2065-10-04;110273
2070-06-07;-360627
1976-11-04;665421
1990-02-22;-238708
1961-11-25;937579
2067-03-16;-338425
2014-02-28;571138
2057-03-27;279707
2044-06-13;713856
1944-11-19;354610
1905-04-14;673946
1913-12-14;-414059
1924-06-27;491096
2030-07-24;-780011
1917-08-03;787494
1932-11-11;-609392
1954-10-07;94986
1978-08-28;-651374
1982-08-04;-558978
1988-02-24;-125116
1952-02-16;-809903
2047-08-03;-22280
1958-03-30;852303
1973-02-14;-40081
2056-01-20;862936
2066-10-25;491463
1988-05-07;-485040
1975-02-24;-121044
1988-02-05;867110
2006-05-17;-668435
1912-06-28;-650827
1930-05-16;574158
1954-11-03;-624799
2059-04-05;-61586
2043-04-21;472939
2023-08-06;-572361
2042-05-09;-251489
2047-07-20;-204182
2020-10-05;-140829
1907-12-26;-260409
1959-09-21;-467525
1923-01-07;-668615
1990-05-01;484381
2032-01-19;280785
1999-07-03;-982632
1972-12-31;-581426
1968-11-27;-885906
1923-11-01;793701
1982-02-24;-517641
1984-08-10;213358
1910-03-05;-540943
2000-05-26;359741
1902-07-08;-869872
1964-10-07;-963315
2008-09-18;-846404
2061-04-17;-345157
2014-08-21;-199974
1984-06-08;-634801
2010-11-24;875831
1957-04-13;-409111
1976-12-01;-801952
1999-08-10;-676194
2034-04-29;-878856
1921-03-22;840916
1921-03-18;-896821
2012-12-19;-800053
1990-07-15;498383
2029-01-31;256547
2000-12-12;491736
2016-06-28;924895
1961-01-27;60626
2013-12-14;-236414
1937-03-08;-927117
1973-08-13;994577
2064-10-20;877060
2006-11-03;-457508
1979-07-08;47681
1914-06-09;-311059
1949-05-07;416525
2008-02-18;-980565
1911-12-06;-563566
2036-11-02;854632
2040-12-26;32429
1911-11-14;974951
1907-05-15;601752
2043-07-07;-421867
2048-07-19;151084
1995-09-16;-682991
1966-07-25;54212
1974-06-25;-841096
2025-09-08;-614616
1987-03-19;951997
1953-06-27;885201
1907-09-10;577924
2037-11-19;886546
1929-02-14;100344
2033-02-01;-907126
2038-10-20;650615
2037-06-05;-361499
2020-09-01;-528493
1991-07-09;907535
1951-10-19;387027
2057-12-28;130349
2020-09-30;-499603
1990-05-10;-863491
1958-03-20;570678
1951-10-20;-58561
1909-04-03;883862
2030-12-23;-240801
1991-02-12;-172177
2069-02-12;163295
1948-01-11;-77474
1963-01-30;-413611
1983-01-24;138061
1929-08-08;899734
1909-09-20;627840
1997-12-14;-189851
1971-01-03;-452005
2046-12-11;811201
1916-12-11;-128520
1996-05-15;-642554
2068-05-26;-945340
2043-02-05;943899
2013-11-09;-959465
2061-12-13;370288
2065-12-06;410304
1966-02-27;3934
2063-07-20;-462093
2061-07-05;-972099
1968-08-21;261620
1912-05-08;158803
1910-04-05;-293643
1961-07-19;-804570
1955-05-27;823785
1952-02-16;486069
1910-04-16;906592
1983-09-04;312954
2000-11-12;-1901
1997-08-17;-233754
1983-01-18;266459
1945-04-24;556269
2020-06-05;-658115
2057-07-07;404983
1973-05-23;-268648
1999-01-31;-898196
1938-12-29;763115
1972-10-09;-781309
1934-12-15;223446
1978-10-02;849073
1967-03-02;-714848
1957-05-08;976016
1967-07-04;-81769
2021-07-13;-277417
1999-10-30;602026
1925-09-19;239377
1996-05-27;-741407
1902-11-24;323369
1951-02-27;-72317
2068-03-27;-513065
2017-02-08;-67975
2047-10-05;-94695
1999-03-23;-815303
1942-10-28;-320994
2006-12-16;137167
2057-05-08;956693
1942-12-25;929684
2009-07-10;-774467
2026-10-12;-104564
2002-08-27;470591
2045-01-23;-521630
1943-01-21;953942
2016-07-14;-530527
2033-02-13;-196890
2057-09-29;-907113
1949-06-13;-356819
1975-07-25;-698967
1969-09-25;603834
1936-08-14;-697668
1997-11-03;572707
1916-11-17;521261
1975-12-19;-264974
2015-06-15;505049
2037-04-15;547353
1946-06-25;-880805
1970-01-04;-36122
2053-01-29;-950602
1988-07-09;-546783
2060-07-27;-829574
2041-10-10;97216
2000-08-09;250819
1951-12-27;989068
2027-09-12;-357209
2032-04-19;-575386
1913-03-08;110114
1906-04-17;-807187
1900-05-15;142855
1961-02-28;-260985
2054-12-13;68254
2025-09-01;347500
2035-05-12;-490775
1998-09-12;816443
1982-08-07;-203499
2039-05-07;800035
1990-01-03;-283275
1926-08-30;-525833
1960-03-10;207410
2050-10-07;-385756
1906-12-02;966028
1985-07-18;-270576
2009-10-06;779709
2066-04-19;-649206
2032-10-14;656493
1978-04-05;350149
1937-10-26;402049
1961-07-05;-631399
1922-09-13;-466465
2052-04-10;-525731
1997-07-09;479618
2053-12-12;-167033
1956-11-20;-390471
2032-08-21;-758120
1989-03-06;-522805
2056-11-02;792161
1924-08-15;84610
2049-06-27;758278
1951-09-02;-86783
1935-02-01;542629
1989-08-02;-251838
1991-08-02;530779
2052-03-01;95772
1968-11-26;-495696
1958-03-22;-420855
1980-04-11;-866506
2060-12-15;101441
2043-10-03;100648
1976-03-15;328531
1909-11-20;-126103
1926-07-23;-507332
2030-01-03;506717
2052-07-30;588076
1935-10-23;306955
1920-10-22;478068
2037-07-09;105188
2067-10-11;51795
2037-02-01;959876
2004-12-21;341424
1990-03-03;942177
2061-03-20;381954
2023-02-15;490128
2017-01-20;-993286
2023-07-06;47186
1932-01-06;-818115
1913-10-02;-27192
1932-11-24;977991
1906-08-23;-817999
1912-03-13;478964
1947-03-28;-680548
1916-02-23;44370
1992-10-01;288708
2014-11-28;-999213
1958-12-29;-112621
2064-06-11;-342170
1974-09-30;-145897
1966-06-18;-450697
1953-05-08;848724
2056-12-01;-950047
1992-12-16;-592542
1940-05-15;900220
2043-09-27;-529714
2016-05-15;-238390
2054-07-20;619979
1916-08-05;988505
2003-01-25;-346777
2035-08-22;-125434
2027-12-28;-882142
1919-09-10;96038
1932-05-31;211414
1983-09-25;-593697
1930-05-18;996138
1957-10-27;229689
1975-01-24;398748
1996-07-05;-375292
2036-04-12;-357680
2021-01-07;-995196
1947-02-16;-47393
1974-08-15;-579028
1907-11-12;-844823
1984-05-20;-202056
1982-09-30;48038
1955-07-02;441118
1973-08-06;558284
1959-05-24;366395
1987-09-25;-14796
1929-06-22;-141780
1961-09-06;-257893
2004-02-27;816564
2044-12-20;-821591
2046-01-31;-160811
2061-07-09;-410704
1915-10-04;354903
2012-08-18;-485488
1953-10-22;493882
2026-01-04;-500609
1956-03-12;-822662
1952-01-18;849625
1930-01-09;-644874
1999-12-20;870086
1940-07-23;927311
1986-12-15;-402605
1996-06-18;-423276
1962-01-21;230865
1909-05-09;-537842
2012-11-12;-515099
1946-01-01;-348687
1998-03-08;720853
1910-06-15;291785
1917-12-13;-97816
1979-07-18;435988
1908-09-27;83010
1930-08-21;807591
2015-03-22;-461372
1982-05-04;-636393
1942-12-29;851691
1985-05-13;2
1995-02-16;-201443
1990-06-09;-345631
2022-08-19;-555289
1916-03-18;777758
2041-04-02;-440650
1969-11-22;-107583
2040-10-22;-139849
1993-07-26;-187599
1905-01-12;277145
1912-07-19;-343998
2006-07-07;667813
1958-08-23;91016
2028-09-11;441959
1993-09-08;-172156
1996-11-07;524244
2061-01-05;227398
1979-12-23;114097
2059-01-18;479729
2016-07-22;413522
1939-09-09;268998
2013-09-19;-682578
1976-04-15;310319
1935-05-04;389279
2008-05-28;647475
2005-03-02;626385
2014-08-19;-688139
1962-01-29;-9113
1989-07-31;-72085
1943-12-31;204750
2029-05-12;197040
1984-01-29;608665
2044-08-31;-344585
1923-09-01;-222586
2046-02-18;-626955
1920-06-14;928081
2069-03-05;993942
2017-12-01;-649289
1906-09-27;709322
2060-03-12;758533
2019-04-23;247032
1982-03-27;-655530
2011-05-20;-71210
1945-02-01;-746621
1947-09-23;-344982
2041-04-30;-927383
